Algorithm,Measure,Value
SuperFlux,precision,1.0
SuperFlux,recall,0.6346153846153846
SuperFlux,f-measure,0.7764705882352941
SuperFlux,precision,0.8181818181818182
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9
SuperFlux,precision,0.9411764705882353
SuperFlux,recall,0.8421052631578947
SuperFlux,f-measure,0.8888888888888888
SuperFlux,precision,0.7
SuperFlux,recall,0.7
SuperFlux,f-measure,0.7
SuperFlux,precision,0.75
SuperFlux,recall,1.0
SuperFlux,f-measure,0.8571428571428571
SuperFlux,precision,0.9230769230769231
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9600000000000001
SuperFlux,precision,0.875
SuperFlux,recall,0.9545454545454546
SuperFlux,f-measure,0.9130434782608695
SuperFlux,precision,0.9938461538461538
SuperFlux,recall,0.936231884057971
SuperFlux,f-measure,0.9641791044776119
SuperFlux,precision,0.8769230769230769
SuperFlux,recall,0.8769230769230769
SuperFlux,f-measure,0.8769230769230769
SuperFlux,precision,1.0
SuperFlux,recall,0.8918918918918919
SuperFlux,f-measure,0.9428571428571428
SuperFlux,precision,0.9130434782608695
SuperFlux,recall,0.8936170212765957
SuperFlux,f-measure,0.9032258064516129
SuperFlux,precision,0.9736842105263158
SuperFlux,recall,0.8809523809523809
SuperFlux,f-measure,0.925
SuperFlux,precision,1.0
SuperFlux,recall,0.9285714285714286
SuperFlux,f-measure,0.962962962962963
SuperFlux,precision,0.9438202247191011
SuperFlux,recall,0.8842105263157894
SuperFlux,f-measure,0.9130434782608695
SuperFlux,precision,0.84375
SuperFlux,recall,0.75
SuperFlux,f-measure,0.7941176470588235
SuperFlux,precision,0.9583333333333334
SuperFlux,recall,0.8846153846153846
SuperFlux,f-measure,0.9199999999999999
SuperFlux,precision,0.864
SuperFlux,recall,0.8709677419354839
SuperFlux,f-measure,0.8674698795180723
SuperFlux,precision,0.9090909090909091
SuperFlux,recall,0.7272727272727273
SuperFlux,f-measure,0.8080808080808082
SuperFlux,precision,0.9615384615384616
SuperFlux,recall,0.8620689655172413
SuperFlux,f-measure,0.9090909090909091
SuperFlux,precision,0.40540540540540543
SuperFlux,recall,1.0
SuperFlux,f-measure,0.5769230769230769
SuperFlux,precision,0.8571428571428571
SuperFlux,recall,0.8727272727272727
SuperFlux,f-measure,0.8648648648648648
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.9113924050632911
SuperFlux,recall,0.8323699421965318
SuperFlux,f-measure,0.8700906344410876
SuperFlux,precision,0.9787234042553191
SuperFlux,recall,0.9019607843137255
SuperFlux,f-measure,0.9387755102040817
SuperFlux,precision,0.7083333333333334
SuperFlux,recall,0.9444444444444444
SuperFlux,f-measure,0.8095238095238096
SuperFlux,precision,0.9865771812080537
SuperFlux,recall,0.901840490797546
SuperFlux,f-measure,0.9423076923076924
SuperFlux,precision,0.9615384615384616
SuperFlux,recall,0.78125
SuperFlux,f-measure,0.8620689655172413
SuperFlux,precision,0.9411764705882353
SuperFlux,recall,0.9411764705882353
SuperFlux,f-measure,0.9411764705882353
SuperFlux,precision,0.9333333333333333
SuperFlux,recall,0.875
SuperFlux,f-measure,0.9032258064516129
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.948905109489051
SuperFlux,recall,0.8496732026143791
SuperFlux,f-measure,0.896551724137931
SuperFlux,precision,0.9405940594059405
SuperFlux,recall,0.8878504672897196
SuperFlux,f-measure,0.9134615384615384
SuperFlux,precision,0.9547511312217195
SuperFlux,recall,0.6317365269461078
SuperFlux,f-measure,0.7603603603603604
SuperFlux,precision,0.9461883408071748
SuperFlux,recall,0.3825929283771532
SuperFlux,f-measure,0.5448676565526146
SuperFlux,precision,0.9494949494949495
SuperFlux,recall,0.6238938053097345
SuperFlux,f-measure,0.7530040053404539
SuperFlux,precision,0.6528497409326425
SuperFlux,recall,0.4684014869888476
SuperFlux,f-measure,0.5454545454545455
SuperFlux,precision,0.9928825622775801
SuperFlux,recall,0.3907563025210084
SuperFlux,f-measure,0.5608040201005026
SuperFlux,precision,0.7899159663865546
SuperFlux,recall,0.5081081081081081
SuperFlux,f-measure,0.618421052631579
SuperFlux,precision,0.5405405405405406
SuperFlux,recall,0.7142857142857143
SuperFlux,f-measure,0.6153846153846154
SuperFlux,precision,0.6842105263157895
SuperFlux,recall,0.6666666666666666
SuperFlux,f-measure,0.6753246753246753
SuperFlux,precision,0.53125
SuperFlux,recall,0.8095238095238095
SuperFlux,f-measure,0.6415094339622642
SuperFlux,precision,0.7804878048780488
SuperFlux,recall,0.7619047619047619
SuperFlux,f-measure,0.7710843373493976
SuperFlux,precision,0.9166666666666666
SuperFlux,recall,0.8979591836734694
SuperFlux,f-measure,0.9072164948453607
SuperFlux,precision,1.0
SuperFlux,recall,0.8064516129032258
SuperFlux,f-measure,0.8928571428571428
SuperFlux,precision,0.8888888888888888
SuperFlux,recall,0.7804878048780488
SuperFlux,f-measure,0.8311688311688312
SuperFlux,precision,0.8909090909090909
SuperFlux,recall,0.875
SuperFlux,f-measure,0.8828828828828829
SuperFlux,precision,0.7692307692307693
SuperFlux,recall,0.7407407407407407
SuperFlux,f-measure,0.7547169811320754
SuperFlux,precision,0.9090909090909091
SuperFlux,recall,0.967741935483871
SuperFlux,f-measure,0.9374999999999999
SuperFlux,precision,0.9032258064516129
SuperFlux,recall,0.8888888888888888
SuperFlux,f-measure,0.8959999999999999
SuperFlux,precision,0.627906976744186
SuperFlux,recall,1.0
SuperFlux,f-measure,0.7714285714285715
SuperFlux,precision,0.9482758620689655
SuperFlux,recall,0.9016393442622951
SuperFlux,f-measure,0.9243697478991596
SuperFlux,precision,0.9148936170212766
SuperFlux,recall,0.9148936170212766
SuperFlux,f-measure,0.9148936170212766
SuperFlux,precision,0.86
SuperFlux,recall,0.8775510204081632
SuperFlux,f-measure,0.8686868686868686
SuperFlux,precision,0.7142857142857143
SuperFlux,recall,0.6521739130434783
SuperFlux,f-measure,0.6818181818181819
SuperFlux,precision,0.8695652173913043
SuperFlux,recall,0.9090909090909091
SuperFlux,f-measure,0.888888888888889
SuperFlux,precision,0.9285714285714286
SuperFlux,recall,0.9069767441860465
SuperFlux,f-measure,0.9176470588235294
SuperFlux,precision,0.6326530612244898
SuperFlux,recall,0.6739130434782609
SuperFlux,f-measure,0.6526315789473685
SuperFlux,precision,0.8723404255319149
SuperFlux,recall,0.9111111111111111
SuperFlux,f-measure,0.891304347826087
SuperFlux,precision,0.98
SuperFlux,recall,0.9423076923076923
SuperFlux,f-measure,0.9607843137254902
SuperFlux,precision,0.6666666666666666
SuperFlux,recall,0.55
SuperFlux,f-measure,0.6027397260273972
SuperFlux,precision,0.39622641509433965
SuperFlux,recall,0.6
SuperFlux,f-measure,0.4772727272727273
SuperFlux,precision,0.6458333333333334
SuperFlux,recall,0.8378378378378378
SuperFlux,f-measure,0.7294117647058824
SuperFlux,precision,0.9361702127659575
SuperFlux,recall,0.7586206896551724
SuperFlux,f-measure,0.8380952380952381
SuperFlux,precision,0.6956521739130435
SuperFlux,recall,0.8648648648648649
SuperFlux,f-measure,0.7710843373493975
SuperFlux,precision,0.94
SuperFlux,recall,0.7966101694915254
SuperFlux,f-measure,0.8623853211009174
SuperFlux,precision,0.825
SuperFlux,recall,0.6470588235294118
SuperFlux,f-measure,0.7252747252747253
SuperFlux,precision,1.0
SuperFlux,recall,0.9846153846153847
SuperFlux,f-measure,0.9922480620155039
SuperFlux,precision,0.953125
SuperFlux,recall,0.782051282051282
SuperFlux,f-measure,0.8591549295774649
SuperFlux,precision,0.9130434782608695
SuperFlux,recall,0.7
SuperFlux,f-measure,0.7924528301886793
SuperFlux,precision,0.9452054794520548
SuperFlux,recall,0.8518518518518519
SuperFlux,f-measure,0.8961038961038961
SuperFlux,precision,0.7258064516129032
SuperFlux,recall,0.6081081081081081
SuperFlux,f-measure,0.6617647058823529
SuperFlux,precision,0.9034090909090909
SuperFlux,recall,0.8736263736263736
SuperFlux,f-measure,0.8882681564245811
SuperFlux,precision,0.9340659340659341
SuperFlux,recall,0.8133971291866029
SuperFlux,f-measure,0.8695652173913043
SuperFlux,precision,0.9128205128205128
SuperFlux,recall,0.898989898989899
SuperFlux,f-measure,0.9058524173027989
SuperFlux,precision,0.9112903225806451
SuperFlux,recall,0.889763779527559
SuperFlux,f-measure,0.900398406374502
SuperFlux,precision,0.8833333333333333
SuperFlux,recall,0.848
SuperFlux,f-measure,0.8653061224489796
SuperFlux,precision,0.7
SuperFlux,recall,0.8484848484848485
SuperFlux,f-measure,0.7671232876712328
SuperFlux,precision,0.918918918918919
SuperFlux,recall,0.8542713567839196
SuperFlux,f-measure,0.8854166666666667
SuperFlux,precision,0.8271604938271605
SuperFlux,recall,0.8535031847133758
SuperFlux,f-measure,0.84012539184953
SuperFlux,precision,0.9456066945606695
SuperFlux,recall,0.8659003831417624
SuperFlux,f-measure,0.904
SuperFlux,precision,0.9193548387096774
SuperFlux,recall,0.7737556561085973
SuperFlux,f-measure,0.8402948402948403
SuperFlux,precision,0.9586206896551724
SuperFlux,recall,0.8853503184713376
SuperFlux,f-measure,0.9205298013245035
SuperFlux,precision,0.7333333333333333
SuperFlux,recall,0.7521367521367521
SuperFlux,f-measure,0.7426160337552742
SuperFlux,precision,0.8205128205128205
SuperFlux,recall,0.8347826086956521
SuperFlux,f-measure,0.8275862068965518
SuperFlux,precision,0.47619047619047616
SuperFlux,recall,0.547945205479452
SuperFlux,f-measure,0.5095541401273885
SuperFlux,precision,1.0
SuperFlux,recall,0.9090909090909091
SuperFlux,f-measure,0.9523809523809523
SuperFlux,precision,0.9036144578313253
SuperFlux,recall,0.8522727272727273
SuperFlux,f-measure,0.8771929824561404
SuperFlux,precision,1.0
SuperFlux,recall,0.07142857142857142
SuperFlux,f-measure,0.13333333333333333
SuperFlux,precision,0.8032786885245902
SuperFlux,recall,0.7313432835820896
SuperFlux,f-measure,0.765625
SuperFlux,precision,1.0
SuperFlux,recall,0.66
SuperFlux,f-measure,0.7951807228915663
SuperFlux,precision,0.6451612903225806
SuperFlux,recall,0.625
SuperFlux,f-measure,0.634920634920635
SuperFlux,precision,0.975
SuperFlux,recall,0.975
SuperFlux,f-measure,0.975
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.8333333333333334
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9090909090909091
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.8333333333333334
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9090909090909091
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.2631578947368421
SuperFlux,recall,1.0
SuperFlux,f-measure,0.4166666666666667
SuperFlux,precision,0.8333333333333334
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9090909090909091
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.16666666666666666
SuperFlux,recall,0.2
SuperFlux,f-measure,0.1818181818181818
SuperFlux,precision,0.8333333333333334
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9090909090909091
SuperFlux,precision,0.8
SuperFlux,recall,1.0
SuperFlux,f-measure,0.888888888888889
SuperFlux,precision,0.8
SuperFlux,recall,1.0
SuperFlux,f-measure,0.888888888888889
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.2857142857142857
SuperFlux,recall,1.0
SuperFlux,f-measure,0.4444444444444445
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.7142857142857143
SuperFlux,recall,1.0
SuperFlux,f-measure,0.8333333333333333
SuperFlux,precision,0.8333333333333334
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9090909090909091
SuperFlux,precision,1.0
SuperFlux,recall,0.8
SuperFlux,f-measure,0.888888888888889
SuperFlux,precision,0.8
SuperFlux,recall,1.0
SuperFlux,f-measure,0.888888888888889
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.9761904761904762
SuperFlux,recall,0.9761904761904762
SuperFlux,f-measure,0.9761904761904762
SuperFlux,precision,0.9361702127659575
SuperFlux,recall,0.9565217391304348
SuperFlux,f-measure,0.9462365591397849
SuperFlux,precision,0.9444444444444444
SuperFlux,recall,0.9622641509433962
SuperFlux,f-measure,0.9532710280373832
SuperFlux,precision,1.0
SuperFlux,recall,0.9090909090909091
SuperFlux,f-measure,0.9523809523809523
SuperFlux,precision,0.967741935483871
SuperFlux,recall,0.8571428571428571
SuperFlux,f-measure,0.909090909090909
SuperFlux,precision,0.9696969696969697
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9846153846153847
SuperFlux,precision,0.8461538461538461
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9166666666666666
SuperFlux,precision,0.9166666666666666
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9565217391304348
SuperFlux,precision,0.9076923076923077
SuperFlux,recall,0.9516129032258065
SuperFlux,f-measure,0.9291338582677167
SuperFlux,precision,0.8524590163934426
SuperFlux,recall,0.9454545454545454
SuperFlux,f-measure,0.8965517241379309
SuperFlux,precision,0.8863636363636364
SuperFlux,recall,0.8478260869565217
SuperFlux,f-measure,0.8666666666666666
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.7058823529411765
SuperFlux,recall,0.96
SuperFlux,f-measure,0.8135593220338982
SuperFlux,precision,1.0
SuperFlux,recall,0.8125
SuperFlux,f-measure,0.896551724137931
SuperFlux,precision,0.9772727272727273
SuperFlux,recall,0.9555555555555556
SuperFlux,f-measure,0.9662921348314608
SuperFlux,precision,0.9864864864864865
SuperFlux,recall,0.8488372093023255
SuperFlux,f-measure,0.9125
SuperFlux,precision,0.9797979797979798
SuperFlux,recall,0.7404580152671756
SuperFlux,f-measure,0.8434782608695651
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,0.9767441860465116
SuperFlux,f-measure,0.988235294117647
SuperFlux,precision,0.9629629629629629
SuperFlux,recall,0.9629629629629629
SuperFlux,f-measure,0.9629629629629629
SuperFlux,precision,0.9629629629629629
SuperFlux,recall,0.9122807017543859
SuperFlux,f-measure,0.9369369369369369
SuperFlux,precision,0.8541666666666666
SuperFlux,recall,0.8913043478260869
SuperFlux,f-measure,0.8723404255319149
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.9393939393939394
SuperFlux,recall,0.96875
SuperFlux,f-measure,0.9538461538461539
SuperFlux,precision,0.9176470588235294
SuperFlux,recall,0.9629629629629629
SuperFlux,f-measure,0.9397590361445782
SuperFlux,precision,0.8701298701298701
SuperFlux,recall,0.8375
SuperFlux,f-measure,0.8535031847133757
SuperFlux,precision,0.9848484848484849
SuperFlux,recall,0.8904109589041096
SuperFlux,f-measure,0.935251798561151
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,0.984375
SuperFlux,f-measure,0.9921259842519685
SuperFlux,precision,1.0
SuperFlux,recall,0.9142857142857143
SuperFlux,f-measure,0.955223880597015
SuperFlux,precision,0.9661016949152542
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9827586206896551
SuperFlux,precision,0.9857142857142858
SuperFlux,recall,0.971830985915493
SuperFlux,f-measure,0.9787234042553192
SuperFlux,precision,0.9705882352941176
SuperFlux,recall,0.8148148148148148
SuperFlux,f-measure,0.8859060402684563
SuperFlux,precision,0.8571428571428571
SuperFlux,recall,0.8571428571428571
SuperFlux,f-measure,0.8571428571428571
SuperFlux,precision,0.9705882352941176
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9850746268656716
SuperFlux,precision,0.9655172413793104
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9824561403508771
SuperFlux,precision,0.9464285714285714
SuperFlux,recall,0.9814814814814815
SuperFlux,f-measure,0.9636363636363636
SuperFlux,precision,0.8269230769230769
SuperFlux,recall,0.7166666666666667
SuperFlux,f-measure,0.7678571428571429
SuperFlux,precision,0.8131868131868132
SuperFlux,recall,0.7789473684210526
SuperFlux,f-measure,0.7956989247311829
SuperFlux,precision,0.8342245989304813
SuperFlux,recall,0.9570552147239264
SuperFlux,f-measure,0.8914285714285715
SuperFlux,precision,0.8299319727891157
SuperFlux,recall,0.8905109489051095
SuperFlux,f-measure,0.8591549295774649
SuperFlux,precision,0.9772727272727273
SuperFlux,recall,0.8309178743961353
SuperFlux,f-measure,0.8981723237597913
SuperFlux,precision,0.8873239436619719
SuperFlux,recall,0.8513513513513513
SuperFlux,f-measure,0.8689655172413793
SuperFlux,precision,0.89171974522293
SuperFlux,recall,0.8383233532934131
SuperFlux,f-measure,0.8641975308641975
SuperFlux,precision,0.978319783197832
SuperFlux,recall,0.8279816513761468
SuperFlux,f-measure,0.8968944099378882
SuperFlux,precision,0.9598930481283422
SuperFlux,recall,0.8609112709832134
SuperFlux,f-measure,0.9077117572692792
SuperFlux,precision,0.9032258064516129
SuperFlux,recall,0.9302325581395349
SuperFlux,f-measure,0.9165302782324058
SuperFlux,precision,0.8753894080996885
SuperFlux,recall,0.8977635782747604
SuperFlux,f-measure,0.886435331230284
SuperFlux,precision,0.8831521739130435
SuperFlux,recall,0.9206798866855525
SuperFlux,f-measure,0.9015256588072122
SuperFlux,precision,0.8735632183908046
SuperFlux,recall,0.9421487603305785
SuperFlux,f-measure,0.9065606361829026
SuperFlux,precision,0.9187192118226601
SuperFlux,recall,0.9588688946015425
SuperFlux,f-measure,0.9383647798742139
SuperFlux,precision,0.7195876288659794
SuperFlux,recall,0.7949886104783599
SuperFlux,f-measure,0.7554112554112553
SuperFlux,precision,0.9296296296296296
SuperFlux,recall,0.8422818791946308
SuperFlux,f-measure,0.8838028169014085
SuperFlux,precision,0.8901960784313725
SuperFlux,recall,0.8730769230769231
SuperFlux,f-measure,0.8815533980582524
SuperFlux,precision,0.9821428571428571
SuperFlux,recall,0.8616187989556136
SuperFlux,f-measure,0.9179415855354659
SuperFlux,precision,0.8883495145631068
SuperFlux,recall,0.8883495145631068
SuperFlux,f-measure,0.8883495145631068
SuperFlux,precision,0.9685863874345549
SuperFlux,recall,0.8980582524271845
SuperFlux,f-measure,0.9319899244332494
SuperFlux,precision,0.9528795811518325
SuperFlux,recall,0.9680851063829787
SuperFlux,f-measure,0.9604221635883905
SuperFlux,precision,0.9367088607594937
SuperFlux,recall,0.8654970760233918
SuperFlux,f-measure,0.8996960486322189
SuperFlux,precision,0.9171597633136095
SuperFlux,recall,0.9011627906976745
SuperFlux,f-measure,0.9090909090909092
SuperFlux,precision,0.9805825242718447
SuperFlux,recall,0.9528301886792453
SuperFlux,f-measure,0.9665071770334929
SuperFlux,precision,0.9639175257731959
SuperFlux,recall,0.8461538461538461
SuperFlux,f-measure,0.9012048192771084
SuperFlux,precision,0.9682539682539683
SuperFlux,recall,0.9457364341085271
SuperFlux,f-measure,0.9568627450980393
SuperFlux,precision,0.9481481481481482
SuperFlux,recall,0.9481481481481482
SuperFlux,f-measure,0.9481481481481482
SuperFlux,precision,0.8941176470588236
SuperFlux,recall,0.890625
SuperFlux,f-measure,0.8923679060665363
SuperFlux,precision,0.3333333333333333
SuperFlux,recall,1.0
SuperFlux,f-measure,0.5
SuperFlux,precision,0.75
SuperFlux,recall,0.9375
SuperFlux,f-measure,0.8333333333333334
SuperFlux,precision,1.0
SuperFlux,recall,0.0
SuperFlux,f-measure,0.0
SuperFlux,precision,1.0
SuperFlux,recall,0.0
SuperFlux,f-measure,0.0
SuperFlux,precision,1.0
SuperFlux,recall,0.0
SuperFlux,f-measure,0.0
SuperFlux,precision,0.6666666666666666
SuperFlux,recall,1.0
SuperFlux,f-measure,0.8
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,0.0
SuperFlux,f-measure,0.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.6666666666666666
SuperFlux,recall,1.0
SuperFlux,f-measure,0.8
SuperFlux,precision,0.5
SuperFlux,recall,1.0
SuperFlux,f-measure,0.6666666666666666
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,0.6666666666666666
SuperFlux,f-measure,0.8
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.9
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9473684210526316
SuperFlux,precision,0.5
SuperFlux,recall,1.0
SuperFlux,f-measure,0.6666666666666666
SuperFlux,precision,0.08333333333333333
SuperFlux,recall,1.0
SuperFlux,f-measure,0.15384615384615385
SuperFlux,precision,0.3333333333333333
SuperFlux,recall,1.0
SuperFlux,f-measure,0.5
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.7
SuperFlux,recall,0.875
SuperFlux,f-measure,0.7777777777777777
SuperFlux,precision,0.3333333333333333
SuperFlux,recall,1.0
SuperFlux,f-measure,0.5
SuperFlux,precision,0.6842105263157895
SuperFlux,recall,0.8666666666666667
SuperFlux,f-measure,0.7647058823529413
SuperFlux,precision,0.43478260869565216
SuperFlux,recall,0.6666666666666666
SuperFlux,f-measure,0.5263157894736841
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.36363636363636365
SuperFlux,recall,0.8
SuperFlux,f-measure,0.5000000000000001
SuperFlux,precision,0.6190476190476191
SuperFlux,recall,0.8666666666666667
SuperFlux,f-measure,0.7222222222222222
SuperFlux,precision,0.0
SuperFlux,recall,0.0
SuperFlux,f-measure,0.0
SuperFlux,precision,0.5
SuperFlux,recall,1.0
SuperFlux,f-measure,0.6666666666666666
SuperFlux,precision,0.42857142857142855
SuperFlux,recall,0.75
SuperFlux,f-measure,0.5454545454545454
SuperFlux,precision,0.5333333333333333
SuperFlux,recall,0.8888888888888888
SuperFlux,f-measure,0.6666666666666667
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.0
SuperFlux,recall,0.0
SuperFlux,f-measure,0.0
SuperFlux,precision,0.5
SuperFlux,recall,1.0
SuperFlux,f-measure,0.6666666666666666
SuperFlux,precision,0.8125
SuperFlux,recall,0.7647058823529411
SuperFlux,f-measure,0.787878787878788
SuperFlux,precision,0.75
SuperFlux,recall,0.75
SuperFlux,f-measure,0.75
SuperFlux,precision,0.1
SuperFlux,recall,1.0
SuperFlux,f-measure,0.18181818181818182
SuperFlux,precision,0.125
SuperFlux,recall,1.0
SuperFlux,f-measure,0.2222222222222222
SuperFlux,precision,0.9166666666666666
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9565217391304348
SuperFlux,precision,0.9230769230769231
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9600000000000001
SuperFlux,precision,0.6923076923076923
SuperFlux,recall,1.0
SuperFlux,f-measure,0.8181818181818181
SuperFlux,precision,0.35714285714285715
SuperFlux,recall,0.7142857142857143
SuperFlux,f-measure,0.4761904761904762
SuperFlux,precision,0.5
SuperFlux,recall,1.0
SuperFlux,f-measure,0.6666666666666666
SuperFlux,precision,0.4634146341463415
SuperFlux,recall,0.7307692307692307
SuperFlux,f-measure,0.5671641791044776
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.25
SuperFlux,recall,0.25
SuperFlux,f-measure,0.25
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.25
SuperFlux,recall,1.0
SuperFlux,f-measure,0.4
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,0.8888888888888888
SuperFlux,f-measure,0.9411764705882353
SuperFlux,precision,0.8
SuperFlux,recall,0.8888888888888888
SuperFlux,f-measure,0.8421052631578948
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.2
SuperFlux,recall,0.5
SuperFlux,f-measure,0.28571428571428575
SuperFlux,precision,0.5
SuperFlux,recall,1.0
SuperFlux,f-measure,0.6666666666666666
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.8571428571428571
SuperFlux,recall,1.0
SuperFlux,f-measure,0.923076923076923
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.6181818181818182
SuperFlux,recall,0.6238532110091743
SuperFlux,f-measure,0.6210045662100456
SuperFlux,precision,0.2727272727272727
SuperFlux,recall,0.42857142857142855
SuperFlux,f-measure,0.33333333333333326
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.9166666666666666
SuperFlux,recall,0.8461538461538461
SuperFlux,f-measure,0.8799999999999999
SuperFlux,precision,0.8333333333333334
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9090909090909091
SuperFlux,precision,0.7096774193548387
SuperFlux,recall,0.7096774193548387
SuperFlux,f-measure,0.7096774193548389
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.8333333333333334
